SPEAKER,SENTENCE,DATAID,DOMAINID,DOMAIN,CATEGORY,SPEAKERID,SENTENCEID,MAIN,SUB,QA,QACNCT,MQ,SQ,UA,SA,개체명,용어사전,지식베이스
점원,네 손님 지금 가능합니다,16335259,E,생활서비스,미용실,0,2,커트 문의,,A,,,,,네 손님 지금 가능합니다,"손님, 지금",,"손님/대상, 지금/시간"
고객,소프트 투블럭으로 잘라 주세요,16335259,E,생활서비스,미용실,1,3,커트 요청,,Q,,소프트 투블럭으로 잘라 주세요,,,,소프트 투블럭,,소프트 투블럭/스타일
점원,옆머리는 몇mm로 해드릴까요?,16335259,E,생활서비스,미용실,0,4,커트 요청,커트 길이,Q,,,옆머리는 몇 mm로 해드릴까요?,,,"옆머리, 몇 mm",,옆머리/부위
고객,9mm로 해주세요,16335259,E,생활서비스,미용실,1,5,커트 요청,커트 길이,A,,,,9mm로 해주세요,,9mm,,9mm/길이
점원,겨울이라 추운데 12mm가 낫지 않을까요?,16335259,E,생활서비스,미용실,0,6,커트 요청,커트 길이,Q,,,겨울이라 추운데 12mm가 났지 않을까요?,,,"겨울, 12mm",,"겨울/계절, 12mm/길이"
고객,음 그럼 12mm로 밀어주세요,16335259,E,생활서비스,미용실,1,7,커트 요청,커트 길이,A,,,,음 그럼 12mm로 밀어주세요,,12mm,,12mm/길이
점원,앞머리는 어떻게 잘라드릴까요?,16335259,E,생활서비스,미용실,0,8,커트 요청,앞머리 커트 여부,Q,,,앞머리는 어떻게 잘라드릴까요?,,,앞머리,,앞머리/부위
고객,처피뱅으로 해주세요,16335259,E,생활서비스,미용실,1,9,커트 요청,앞머리 커트 여부,A,,,,처피뱅으로 해주세요,,처피뱅,,처피뱅/스타일
점원,네 알겠습니다,16335259,E,생활서비스,미용실,0,10,커트 요청,,A,3,,,,네 알겠습니다,,,
고객,머리 커트 가능할까요?,16335519,E,생활서비스,미용실,1,1,커트 문의,,Q,,머리 커트 가능할까요?,,,,"머리, 커트",,"머리/부위, 커트/시술"
점원,네 어떻게 해드릴까요?,16335519,E,생활서비스,미용실,0,2,헤어스타일 문의,시술 종류,Q,,,네 어떻게 해드릴까요?,,,,,
고객,어깨 길이 단발로 잘라주시겠어요?,16335519,E,생활서비스,미용실,1,3,커트 요청,,Q,,어깨 길이 단발로 잘라주시겠어요?,,,,"어깨 길이, 단발",,"어깨 길이/길이, 단발/스타일"
점원,앞머리는 어떻게 해드릴까요?,16335519,E,생활서비스,미용실,0,4,커트 요청,앞머리 커트 여부,Q,,,앞머리는 어떻게 해드릴까요?,,,앞머리,,앞머리/부위
고객,뒷 머리 먼저 자르고 결정해도 될까요?,16335519,E,생활서비스,미용실,1,5,커트 문의 대기 요구,,Q,,뒷머리 먼저 자르고 결정해도 될까요?,,,,"뒷머리, 먼저, 결정",,뒷머리/부위
점원,그럼요,16335519,E,생활서비스,미용실,0,6,커트 문의 대기 요구,,A,,,,,그럼요,,,
고객,머리 자르는데 시간이 얼마나 걸릴까요?,16335519,E,생활서비스,미용실,1,7,소요시간 문의,,Q,,머리 자르는데 시간이 얼마나 걸릴까요?,,,,시간,,
점원,삼십분정도 걸릴거 같아요,16335519,E,생활서비스,미용실,0,8,소요시간 문의,,A,,,,,삼십분 정도 걸릴 거 같아요,"삼십분, 정도",,삼십분/시간
고객,학생 할인 되나요?,16335519,E,생활서비스,미용실,1,9,할인 문의,,Q,,학생 할인되나요?,,,,"학생, 할인",,학생/대상
점원,네 됩니다,16335519,E,생활서비스,미용실,0,10,할인 문의,,A,,,,,네 됩니다,,,
고객,남자 커트는 얼마인가요?,16320941,E,생활서비스,미용실,1,1,커트 가격 문의,,Q,,남자 커트는 얼마인가요?,,,,"남자, 커트",,"남자/성별, 커트/시술"
점원,18000원입니다. ,16320941,E,생활서비스,미용실,0,2,커트 가격 문의,,A,,,,,18000원입니다. ,18000원,,18000원/금액
고객,파마랑 커트 같이하면 커트는 무료인가요?,16320941,E,생활서비스,미용실,1,3,동시 시술 문의,,Q,,파마랑 커트같이하면 커트는 무료인가요?,,,,"파마, 커트, 무료",,"파마/시술, 커트/시술, 무료/금액"
점원,네 당연히 무료입니다. ,16320941,E,생활서비스,미용실,0,4,동시 시술 문의,,A,,,,,네 당연히 무료입니다. ,무료,,무료/금액
고객,죄송한데 눈썹 정리도 가능한가요?,16320941,E,생활서비스,미용실,1,5,시술 중 서비스 가능 문의,,Q,,죄송한데 눈썹 정리도 가능한가요?,,,,눈썹 정리,,눈썹 정리/시술
점원,네 가능합니다. ,16320941,E,생활서비스,미용실,0,6,시술 중 서비스 가능 문의,,A,,,,,네 가능합니다. ,,,
고객,제가 머리를 안 감고 왔는데 혹시 머리부터 감을 수 있나요?,16320941,E,생활서비스,미용실,1,7,샴푸 서비스 문의,,Q,,제가 머리를 안 감고 왔는데 혹시 머리부터 감을 수 있나요?,,,,머리,,머리/부위
점원,네 당연히 가능합니다. ,16320941,E,생활서비스,미용실,0,8,샴푸 서비스 문의,,A,,,,,네 당연히 가능합니다. ,,,
고객,카카오페이로 결제 가능한가요?,16320941,E,생활서비스,미용실,1,9,카카오페이 가능 여부 문의,,Q,,카카오페이로 결제 가능한가요?,,,,"카카오페이, 결제 가능",,카카오페이/결제방식
점원,네 가능합니다. ,16320941,E,생활서비스,미용실,0,10,카카오페이 가능 여부 문의,,A,,,,,네 가능합니다. ,,,
고객,파마하는데 얼마에요?,16336305,E,생활서비스,미용실,1,1,펌 가격 문의,,Q,,파마하는데 얼마에요?,,,,파마,,파마/시술
점원,50000원입니다,16336305,E,생활서비스,미용실,0,2,펌 가격 문의,,A,,,,,50000원입니다,50000원,,50000원/금액
고객,얼마나 기다려야 하나요?,16336305,E,생활서비스,미용실,1,3,대기시간 문의,,Q,,얼마나 기다려야 하나요?,,,,얼마나,,
점원,한 30분 정도면 시작할 수 있어요,16336305,E,생활서비스,미용실,0,4,대기시간 문의,,A,,,,,한 30분 정도면 시작할 수 있어요,"30분, 정도, 시작",,30분/시간
고객,혹시 염색도 같이 될까요?,16336305,E,생활서비스,미용실,1,5,동시 시술 문의,,Q,,혹시 염색도 같이 될까요?,,,,염색,,염색/시술
점원,네 그럼요,16336305,E,생활서비스,미용실,0,6,동시 시술 문의,,A,,,,,네 그럼요,,,
고객,그럼 오렌지색으로 염색 해 주세요,16336305,E,생활서비스,미용실,1,7,염색 요청,,Q,,그럼 오렌지색으로 염색해 주세요,,,,"오렌지색, 염색",,"오렌지색/색상, 염색/시술"
점원,네 더 필요하신 건 없으세요?,16336305,E,생활서비스,미용실,0,8,염색 요청,공통,Q,,,네 더 필요하신 건 없으세요?,,,,,
고객,결제를 삼성페이로 해도 되나요?,16336305,E,생활서비스,미용실,1,9,삼성페이 가능 여부 문의,,Q,,결제를 삼성페이로 해도 되나요?,,,,"결제, 삼성페이",,삼성페이/결제방식
점원,네 그럼요,16336305,E,생활서비스,미용실,0,10,삼성페이 가능 여부 문의,,A,,,,,네 그럼요,,,
고객,파마하러 왔는데 지금 될까요?,16336057,E,생활서비스,미용실,1,1,펌 문의,,Q,,파마하러 왔는데 지금 될까요?,,,,파마,,파마/시술
점원,예약하고 오신건가요?,16336057,E,생활서비스,미용실,0,2,예약 문의,예약 유무 확인,Q,,,예약하고 오신 건가요?,,,예약,,
고객,아니요 그냥 온 건데 안 되나요?,16336057,E,생활서비스,미용실,1,3,예약 문의,,Q,,아니요 그냥 온 건데 안 되나요?,,,,,,
점원,여쭤보니 지금 가능하시다고 하시네요,16336057,E,생활서비스,미용실,0,4,펌 문의,,A,1,,,,여쭤보니 지금 가능하시다고 하시네요,"지금, 가능",,
고객,제가 머리가 많이 긴 편인데 파마 비용이 더 비싸지나요?,16336057,E,생활서비스,미용실,1,5,기장 추가 가격 문의,,Q,,제가 머리가 많이 긴 편인데 파마 비용이 더 비싸지나요?,,,,"머리, 긴 편, 파마 비용",,파마/시술
점원,많이 긴 편이시지만 원래 비용으로 가능하십니다,16336057,E,생활서비스,미용실,0,6,기장 추가 가격 문의,,A,,,,,많이 긴 편이시지만 원래 비용으로 가능하십니다,"많이, 긴 편, 원래 비용",,
고객,파마하는데 시간은 얼마나 걸릴까요?,16336057,E,생활서비스,미용실,1,7,소요시간 문의,,Q,,파마하는데 시간은 얼마나 걸릴까요?,,,,"파마, 시간",,파마/시술
점원,넉넉하게 3시간 정도 걸릴 것 같아요,16336057,E,생활서비스,미용실,0,8,소요시간 문의,,A,,,,,넉넉하게 3시간 정도 걸릴 것 같아요,"3시간, 정도",,3시간/시간
고객,네 지금 해주세요,16336057,E,생활서비스,미용실,1,9,펌 요청,,Q,,네 지금 해주세요,,,,,,
점원,여기앉아주시고 조금만 기다려주세요,16336057,E,생활서비스,미용실,0,10,펌 요청,,A,,,,,여기 앉아주시고 조금만 기다려주세요,,,
고객,매직이랑 염색하러 왔습니다,16336071,E,생활서비스,미용실,1,1,동시 시술 요청,,Q,,매직이랑 염색하러 왔습니다,,,,"매직, 염색",,"매직/시술, 염색/시술"
점원,이쪽에 앉아주세요,16336071,E,생활서비스,미용실,0,2,동시 시술 요청,,A,,,,,이쪽에 앉아주세요,이쪽,,이쪽/위치
고객,매직 볼륨매직으로 해주세요,16336071,E,생활서비스,미용실,1,3,매직 요청,,Q,,매직 볼륨매직으로 해주세요,,,,매직 볼륨매직,,매직 볼륨매직/시술
점원,우선 머리부터 좀 깎을게요,16336071,E,생활서비스,미용실,0,4,매직 요청,,A,,,,,우선 머리부터 좀 깎을게요,머리,,머리/부위
고객,저 앞머리는 좀 길게 잘라주시고 뒷머리 짧게 쳐주세요,16336071,E,생활서비스,미용실,1,5,커트 요청,,Q,,저 앞머리는 좀 길게 잘라주시고 뒷머리 짧게 쳐주세요,,,,"앞머리, 뒷머리 ",,"앞머리/부위, 뒷머리 /부위"
점원,염색은 무슨 색으로 하실 건가요?,16336071,E,생활서비스,미용실,0,6,염색 문의,염색 색상 문의,Q,,,염색은 무슨 색으로 하실 건가요?,,,"염색, 무슨 색",,염색/시술
고객,원래 갈색으로 하려 했는데 제 머리에 어울릴 색이 있나요?,16336071,E,생활서비스,미용실,1,7,현재 본인 스타일의 염색 색상 추천 요청,,Q,,원래 갈색으로 하려 했는데 제 머리에 어울릴 색이 있나요?,,,,"원래, 갈색, 어울릴 색",,갈색/색상
점원,음 손님 피부톤이랑 어울릴 색은 레드와인이 좋겠네요,16336071,E,생활서비스,미용실,0,8,현재 본인 스타일의 염색 색상 추천 요청,,A,,,,,음 손님 피부 톤이랑 어울릴 색은 레드와인이 좋겠네요,"손님, 피부 톤, 어울릴 색, 레드와인",,레드와인/색상
고객,그럼 그 색으로 해주세요,16336071,E,생활서비스,미용실,1,9,염색 요청,,Q,,그럼 그 색으로 해주세요,,,,그 색,,
점원,네 그럼 매직부터 하고 염색 해드릴게요,16336071,E,생활서비스,미용실,0,10,염색 요청,,A,,,,,네 그럼 매직부터 하고 염색해드릴게요,"매직, 염색",,"매직/시술, 염색/시술"
고객,투블럭은 이제 질려서 머리를 다르게 하고 싶은데 뭐가 어울릴까요?,16336072,E,생활서비스,미용실,1,1,추천 커트 문의,,Q,,투블럭은 이제 질려서 머리를 다르게 하고 싶은데 뭐가 어울릴까요?,,,,투블럭,,투블럭/스타일
점원,혹시 옛날에 울프컷아세요? ,16336072,E,생활서비스,미용실,0,2,추천 커트 문의,추천 커트,Q,,,혹시 옛날에 울프컷 아세요?,,,"옛날, 울프컷",,"옛날/시간, 울프컷/스타일"
고객,그 뒷머리 긴거요?,16336072,E,생활서비스,미용실,1,3,헤어스타일 문의,,Q,,그 뒷머리 긴 거요?,,,,"뒷머리, 긴 거",,뒷머리/부위
점원,요새는 그거랑 약간 비슷하게 하기도 하거든요,16336072,E,생활서비스,미용실,0,4,헤어스타일 문의,,A,,,,,요새는 그거랑 약간 비슷하게 하기도 하거든요,요새,,요새/시간
고객,그건 아이돌들이니까 멋있는거고 저는 하면 그냥 짐승이에요,16336072,E,생활서비스,미용실,1,5,추천 커트 문의,추천 커트,A,2,,,그건 아이돌들이니까 멋있는 거고 저는 하면 그냥 짐승이에요,,"아이돌들, 그냥, 짐승",,"아이돌들/대상, 짐승/대상"
점원,그러면 펌은 어떠세요?,16336072,E,생활서비스,미용실,0,6,펌 문의,펌 시술 안내,Q,,,그러면 펌은 어떠세요?,,,펌,,펌/시술
고객,어떻게요?,16336072,E,생활서비스,미용실,1,7,추천 펌 문의,,Q,,어떻게요?,,,,,,
점원,가르마펌은 좀 식상하고 약간 웨이비하게 해서 앞머리를 내리는거죠,16336072,E,생활서비스,미용실,0,8,추천 펌 문의,,A,,,,,가르마 펌은 좀 식상하고 약간 웨이비하게 해서 앞머리를 내리는 거죠,"가르마 펌, 웨이비, 앞머리",,"가르마 펌/시술, 웨이비/스타일, 앞머리/부위"
고객,펌하면 얼마에요?,16336072,E,생활서비스,미용실,1,9,펌 가격 문의,,Q,,펌 하면 얼마에요?,,,,펌,,펌/시술
점원,지금 이벤트 기간이라 5만원에 하실 수 있으세요,16336072,E,생활서비스,미용실,0,10,펌 가격 문의,,A,,,,,지금 이벤트 기간이라 5만 원에 하실 수 있으세요,"이벤트 기간, 5만 원",,5만 원/금액
고객,다듬기만 하려고 하는데요,16336330,E,생활서비스,미용실,1,1,커트 요청,,Q,,다듬기만 하려고 하는데요,,,,다듬기,,다듬기/시술
점원,네 얼마나 자르실건가요?,16336330,E,생활서비스,미용실,0,2,커트 요청,커트 길이,Q,,,네 얼마나 자르실 건가요?,,,,,
고객,상한 머리카락만 좀 자르려구요,16336330,E,생활서비스,미용실,1,3,커트 요청,커트 길이,A,,,,상한 머리카락만 좀 자르려구요,,상한 머리카락,,
점원,그러시군요,16336330,E,생활서비스,미용실,0,4,커트 요청,,A,1,,,,그러시군요,,,
고객,많이 상했나요?,16336330,E,생활서비스,미용실,1,5,시술 시 손상 정도 문의,,Q,,많이 상했나요?,,,,,,
점원,음 한 5센티는 잘라야 할 것 같네요,16336330,E,생활서비스,미용실,0,6,시술 시 손상 정도 문의,,A,,,,,음 한 5센티는 잘라야 할 것 같네요,5센티,,5센티/길이
고객,앞머리도 자를까요?,16336330,E,생활서비스,미용실,1,7,헤어스타일 문의,,Q,,앞머리도 자를까요?,,,,앞머리,,앞머리/부위
점원,앞머리 자르시면 밑에 웨이브가 다 잘라나가는데 괜찮으세요?,16336330,E,생활서비스,미용실,0,8,헤어스타일 문의,다른 스타일 권유,Q,,,앞머리 자르시면 밑에 웨이브가 다 잘라나가는데 괜찮으세요?,,,"앞머리, 웨이브",,"앞머리/부위, 웨이브/스타일"
고객,아니요 그냥 앞머리는 안자를게요,16336330,E,생활서비스,미용실,1,9,헤어스타일 문의,다른 스타일 권유,A,,,,아니요 그냥 앞머리는 안 자를게요,,앞머리,,앞머리/부위
점원,네 그럼 시작하겠습니다,16336330,E,생활서비스,미용실,0,10,헤어스타일 문의,,A,7,,,,네 그럼 시작하겠습니다,,,
고객,지금 머리 할 수 있을가요?,16321232,E,생활서비스,미용실,1,1,대기시간 문의,,Q,,지금 머리할 수 있을까요?,,,,"지금, 머리",,"지금/시간, 머리/부위"
점원,예약하셨나요 ?,16321232,E,생활서비스,미용실,0,2,예약 문의,예약 유무 확인,Q,,,예약하셨나요?,,,예약,,
고객,"아니요, 예약안했어요.",16321232,E,생활서비스,미용실,1,3,예약 문의,예약 유무 확인,A,,,,"아니요, 예약 안 했어요.",,예약,,
점원,그러면 좀 기다리셔야하는데 괜찮으세요?,16321232,E,생활서비스,미용실,0,4,대기시간 문의,대기시간 안내,Q,,,그러면 좀 기다리셔야 하는데 괜찮으세요?,,,,,
고객,"네, 얼마나 기다려야하죠?",16321232,E,생활서비스,미용실,1,5,대기시간 문의,,Q,,"네, 얼마나 기다려야 하죠?",,,,,,
점원,15분정도 기다리시면 되요.,16321232,E,생활서비스,미용실,0,6,대기시간 문의,,A,,,,,15분 정도 기다리시면 돼요.,"15분, 정도",,15분/시간
고객,그러면 음료수좀 주실수 있나요?,16321232,E,생활서비스,미용실,1,7,음료 요청,,Q,,그러면 음료수 좀 주실 수 있나요?,,,,음료수,,음료수/서비스
점원,어떤맛 주문하시겠어요?,16321232,E,생활서비스,미용실,0,8,음료 요청,종류,Q,,,어떤 맛 주문하시겠어요?,,,"어떤 맛, 주문",,
고객,오렌지 주스 주세요.,16321232,E,생활서비스,미용실,1,9,음료 요청,,Q,,오렌지 주스 주세요.,,,,오렌지 주스,,오렌지 주스/서비스
